Gene stable ID,Gene stable ID version,Transcript stable ID,Transcript stable ID version,Chromosome/scaffold name,Gene start (bp hg19),Gene end (bp hg19),Gene name,Source of gene name
ENSG00000236852,ENSG00000236852.1,ENST00000455793,ENST00000455793.1,X,62779250,62780326,SSBL2P,HGNC Symbol
ENSG00000235170,ENSG00000235170.1,ENST00000449206,ENST00000449206.1,X,62842542,62843502,MTND1P31,HGNC Symbol
ENSG00000228182,ENSG00000228182.1,ENST00000449028,ENST00000449028.1,X,62843697,62844306,MTND2P25,HGNC Symbol
ENSG00000234570,ENSG00000234570.1,ENST00000457579,ENST00000457579.1,X,62878811,62884842,ZFRP1,HGNC Symbol
ENSG00000235437,ENSG00000235437.8,ENST00000610088,ENST00000610088.6,X,63222993,63561095,LINC01278,HGNC Symbol
ENSG00000230823,ENSG00000230823.3,ENST00000440184,ENST00000440184.1,X,63299247,63299673,CBX1P1,HGNC Symbol
ENSG00000186767,ENSG00000186767.7,ENST00000374884,ENST00000374884.3,X,63347228,63351332,SPIN4,HGNC Symbol
ENSG00000233661,ENSG00000233661.1,ENST00000451979,ENST00000451979.1,X,63349646,63352178,SPIN4-AS1,HGNC Symbol
ENSG00000131089,ENSG00000131089.17,ENST00000253401,ENST00000253401.10,X,63634967,63809274,ARHGEF9,HGNC Symbol
ENSG00000231729,ENSG00000231729.1,ENST00000420917,ENST00000420917.1,X,63670196,63671502,ARHGEF9-IT1,HGNC Symbol
ENSG00000236813,ENSG00000236813.1,ENST00000414577,ENST00000414577.1,X,63766875,63767400,BTF3P8,HGNC Symbol
ENSG00000222532,ENSG00000222532.1,ENST00000410600,ENST00000410600.1,X,63786002,63786087,MIR1468,HGNC Symbol
ENSG00000232794,ENSG00000232794.1,ENST00000439535,ENST00000439535.1,X,64044305,64045058,HNRNPDP1,HGNC Symbol
ENSG00000184675,ENSG00000184675.11,ENST00000374869,ENST00000374869.8,X,64185117,64205708,AMER1,HGNC Symbol
ENSG00000244006,ENSG00000244006.3,ENST00000475891,ENST00000475891.3,X,64210691,64210988,RN7SL799P,HGNC Symbol
ENSG00000198881,ENSG00000198881.10,ENST00000362002,ENST00000362002.3,X,64224194,64230607,ASB12,HGNC Symbol
ENSG00000102043,ENSG00000102043.16,ENST00000374852,ENST00000374852.4,X,64268081,64395452,MTMR8,HGNC Symbol
ENSG00000213754,ENSG00000213754.2,ENST00000396110,ENST00000396110.2,X,64305047,64306733,KPNA4P1,HGNC Symbol
ENSG00000283349,ENSG00000283349.3,ENST00000637712,ENST00000637712.1,X,64405473,64406136,PFN5P,HGNC Symbol
ENSG00000230889,ENSG00000230889.2,ENST00000425230,ENST00000425230.2,X,64432401,64434145,SHC1P1,HGNC Symbol
ENSG00000227261,ENSG00000227261.1,ENST00000436906,ENST00000436906.1,X,64612632,64613262,YWHAZP7,HGNC Symbol
ENSG00000226502,ENSG00000226502.2,ENST00000447301,ENST00000447301.2,X,64623117,64624573,KRT8P27,HGNC Symbol
ENSG00000225814,ENSG00000225814.1,ENST00000421856,ENST00000421856.1,X,64697878,64698547,GRPEL2P2,HGNC Symbol
ENSG00000236982,ENSG00000236982.1,ENST00000428431,ENST00000428431.1,X,64726748,64727048,BLOC1S2P1,HGNC Symbol
ENSG00000126970,ENSG00000126970.16,ENST00000374839,ENST00000374839.8,X,64915802,65034713,ZC4H2,HGNC Symbol
ENSG00000225569,ENSG00000225569.1,ENST00000233836,ENST00000233836.5,X,65270913,65273019,CCT4P2,HGNC Symbol
ENSG00000231857,ENSG00000231857.1,ENST00000433352,ENST00000433352.1,X,65327988,65331233,MORF4L1P5,HGNC Symbol
ENSG00000237963,ENSG00000237963.1,ENST00000454528,ENST00000454528.1,X,65356890,65357547,PRXL2CP1,HGNC Symbol
ENSG00000102053,ENSG00000102053.12,ENST00000617377,ENST00000617377.1,X,65366638,65507887,ZC3H12B,HGNC Symbol
ENSG00000228158,ENSG00000228158.2,ENST00000422965,ENST00000422965.1,X,65408084,65408672,TLE1P1,HGNC Symbol
ENSG00000001497,ENSG00000001497.18,ENST00000677056,ENST00000677056.1,X,65438549,65534810,LAS1L,HGNC Symbol
ENSG00000227534,ENSG00000227534.1,ENST00000433173,ENST00000433173.1,X,65469087,65470380,AP1M2P1,HGNC Symbol
ENSG00000227942,ENSG00000227942.1,ENST00000440433,ENST00000440433.1,X,65550898,65552421,FRMD8P1,HGNC Symbol
ENSG00000147065,ENSG00000147065.17,ENST00000609672,ENST00000609672.5,X,65588377,65741931,MSN,HGNC Symbol
ENSG00000231809,ENSG00000231809.4,ENST00000439890,ENST00000439890.3,X,65772741,65773632,NANOGP9,HGNC Symbol
ENSG00000233833,ENSG00000233833.1,ENST00000430422,ENST00000430422.1,X,65794345,65795835,ETF1P3,HGNC Symbol
ENSG00000230039,ENSG00000230039.1,ENST00000426799,ENST00000426799.1,X,65821255,65822249,CCNYL5,HGNC Symbol
ENSG00000217835,ENSG00000217835.3,ENST00000456392,ENST00000456392.1,X,65956289,65957196,RBMXP5,HGNC Symbol
ENSG00000274536,ENSG00000274536.7,ENST00000618234,ENST00000618234.4,X,66015461,66020422,MIR223HG,HGNC Symbol
ENSG00000284567,ENSG00000284567.1,ENST00000385204,ENST00000385204.1,X,66018870,66018979,MIR223,HGNC Symbol
ENSG00000155659,ENSG00000155659.15,ENST00000427538,ENST00000427538.5,X,66021738,66040125,VSIG4,HGNC Symbol
ENSG00000215168,ENSG00000215168.2,ENST00000311910,ENST00000311910.6,X,66055587,66056587,ATXN7L3P1,HGNC Symbol
ENSG00000237294,ENSG00000237294.1,ENST00000438308,ENST00000438308.1,X,66074835,66076347,EIF4BP9,HGNC Symbol
ENSG00000089472,ENSG00000089472.17,ENST00000519389,ENST00000519389.6,X,66162671,66268867,HEPH,HGNC Symbol
ENSG00000231356,ENSG00000231356.1,ENST00000415190,ENST00000415190.1,X,66360766,66361776,MTFR1P1,HGNC Symbol
ENSG00000235892,ENSG00000235892.1,ENST00000412159,ENST00000412159.1,X,66497748,66499424,PKMP2,HGNC Symbol
ENSG00000131080,ENSG00000131080.15,ENST00000374719,ENST00000374719.8,X,66595637,66639298,EDA2R,HGNC Symbol
ENSG00000222667,ENSG00000222667.1,ENST00000410735,ENST00000410735.1,X,66676258,66676364,RNU6-394P,HGNC Symbol
ENSG00000169083,ENSG00000169083.18,ENST00000612452,ENST00000612452.5,X,67544021,67730619,AR,HGNC Symbol
ENSG00000234201,ENSG00000234201.1,ENST00000445879,ENST00000445879.1,X,67791955,67792895,BMI1P1,HGNC Symbol
ENSG00000079482,ENSG00000079482.14,ENST00000680612,ENST00000680612.1,X,67949349,68433913,OPHN1,HGNC Symbol
ENSG00000228328,ENSG00000228328.2,ENST00000426382,ENST00000426382.2,X,68070520,68071767,PGK1P1,HGNC Symbol
ENSG00000252145,ENSG00000252145.1,ENST00000516336,ENST00000516336.1,X,68102068,68102132,RNU6-1225P,HGNC Symbol
ENSG00000228125,ENSG00000228125.2,ENST00000440655,ENST00000440655.2,X,68132868,68133437,AKIRIN1P2,HGNC Symbol
ENSG00000181704,ENSG00000181704.12,ENST00000451537,ENST00000451537.5,X,68498562,68537282,YIPF6,HGNC Symbol
ENSG00000206747,ENSG00000206747.1,ENST00000384020,ENST00000384020.1,X,68539443,68539549,RNU6-245P,HGNC Symbol
ENSG00000236735,ENSG00000236735.3,ENST00000422565,ENST00000422565.1,X,68600099,68600473,RPL31P63,HGNC Symbol
ENSG00000234463,ENSG00000234463.1,ENST00000446748,ENST00000446748.1,X,68645326,68645527,COX6CP12,HGNC Symbol
ENSG00000130052,ENSG00000130052.14,ENST00000488088,ENST00000488088.1,X,68647666,68725842,STARD8,HGNC Symbol
ENSG00000232267,ENSG00000232267.1,ENST00000439585,ENST00000439585.1,X,68771322,68772578,ACTR3P2,HGNC Symbol
ENSG00000213740,ENSG00000213740.2,ENST00000396021,ENST00000396021.2,X,68783472,68785066,SERBP1P1,HGNC Symbol
ENSG00000090776,ENSG00000090776.6,ENST00000204961,ENST00000204961.5,X,68829021,68842160,EFNB1,HGNC Symbol
ENSG00000181191,ENSG00000181191.12,ENST00000471141,ENST00000471141.1,X,69160851,69165521,PJA1,HGNC Symbol
ENSG00000172186,ENSG00000172186.7,ENST00000303758,ENST00000303758.7,X,69174124,69174717,HMGN1P35,HGNC Symbol
ENSG00000215162,ENSG00000215162.2,ENST00000399711,ENST00000399711.1,X,69179557,69209924,LINC00269,HGNC Symbol
ENSG00000231706,ENSG00000231706.2,ENST00000438233,ENST00000438233.2,X,69485343,69485652,CYCSP43,HGNC Symbol
ENSG00000130054,ENSG00000130054.5,ENST00000252338,ENST00000252338.5,X,69504326,69532508,FAM155B,HGNC Symbol
ENSG00000158813,ENSG00000158813.18,ENST00000338901,ENST00000338901.4,X,69616067,70039472,EDA,HGNC Symbol
ENSG00000233229,ENSG00000233229.1,ENST00000429006,ENST00000429006.1,X,69937166,69938017,CNOT7P1,HGNC Symbol
ENSG00000211991,ENSG00000211991.4,ENST00000390702,ENST00000390702.4,X,70022857,70022923,MIR676,HGNC Symbol
ENSG00000147160,ENSG00000147160.9,ENST00000276101,ENST00000276101.7,X,70040542,70049938,AWAT2,HGNC Symbol
ENSG00000189401,ENSG00000189401.3,ENST00000338352,ENST00000338352.3,X,70062457,70064179,OTUD6A,HGNC Symbol
ENSG00000226579,ENSG00000226579.1,ENST00000438855,ENST00000438855.1,X,70120353,70121474,MTCYBP31,HGNC Symbol
ENSG00000235382,ENSG00000235382.1,ENST00000425607,ENST00000425607.1,X,70124972,70129071,MTND4P31,HGNC Symbol
ENSG00000089289,ENSG00000089289.16,ENST00000342206,ENST00000342206.10,X,70133447,70166324,IGBP1,HGNC Symbol
ENSG00000220925,ENSG00000220925.2,ENST00000403371,ENST00000403371.2,X,70148582,70149654,IGBP1-AS2,HGNC Symbol
ENSG00000203588,ENSG00000203588.3,ENST00000366397,ENST00000366397.3,X,70163842,70165206,IGBP1-AS1,HGNC Symbol
ENSG00000184210,ENSG00000184210.6,ENST00000333026,ENST00000333026.4,X,70177483,70205704,DGAT2L6,HGNC Symbol
ENSG00000242657,ENSG00000242657.3,ENST00000477181,ENST00000477181.3,X,70222006,70222314,RN7SL581P,HGNC Symbol
ENSG00000204195,ENSG00000204195.4,ENST00000480702,ENST00000480702.1,X,70234655,70240659,AWAT1,HGNC Symbol
ENSG00000200473,ENSG00000200473.1,ENST00000363603,ENST00000363603.1,X,70253042,70253162,RNA5SP507,HGNC Symbol
ENSG00000186912,ENSG00000186912.7,ENST00000374519,ENST00000374519.4,X,70258166,70260204,P2RY4,HGNC Symbol
ENSG00000120500,ENSG00000120500.18,ENST00000374495,ENST00000374495.7,X,70268305,70281840,ARR3,HGNC Symbol
ENSG00000147127,ENSG00000147127.8,ENST00000509895,ENST00000509895.5,X,70282093,70285002,RAB41,HGNC Symbol
ENSG00000120509,ENSG00000120509.11,ENST00000239666,ENST00000239666.9,X,70286595,70290514,PDZD11,HGNC Symbol
ENSG00000090889,ENSG00000090889.12,ENST00000374403,ENST00000374403.4,X,70290104,70420886,KIF4A,HGNC Symbol
ENSG00000231053,ENSG00000231053.1,ENST00000412817,ENST00000412817.1,X,70361486,70362374,TRAPPC2LP1,HGNC Symbol
ENSG00000201377,ENSG00000201377.1,ENST00000364507,ENST00000364507.1,X,70396279,70396375,RNY4P23,HGNC Symbol
ENSG00000130055,ENSG00000130055.14,ENST00000374382,ENST00000374382.4,X,70423031,70433390,GDPD2,HGNC Symbol
ENSG00000082458,ENSG00000082458.12,ENST00000194900,ENST00000194900.8,X,70444835,70505490,DLG3,HGNC Symbol
ENSG00000200431,ENSG00000200431.1,ENST00000363561,ENST00000363561.1,X,70450879,70451022,RNU4-81P,HGNC Symbol
ENSG00000231651,ENSG00000231651.1,ENST00000424211,ENST00000424211.1,X,70452958,70455994,DLG3-AS1,HGNC Symbol
ENSG00000120498,ENSG00000120498.14,ENST00000374333,ENST00000374333.7,X,70528940,70908711,TEX11,HGNC Symbol
ENSG00000280704,ENSG00000280704.1,ENST00000627253,ENST00000627253.1,X,70846080,70846295,SNORD3E,HGNC Symbol
ENSG00000213747,ENSG00000213747.2,ENST00000396055,ENST00000396055.2,X,70857163,70857502,WASHC3P1,HGNC Symbol
ENSG00000165349,ENSG00000165349.12,ENST00000374299,ENST00000374299.8,X,70925579,70931125,SLC7A3,HGNC Symbol
ENSG00000230629,ENSG00000230629.2,ENST00000429775,ENST00000429775.2,X,70962964,70963293,RPS23P8,HGNC Symbol
ENSG00000229324,ENSG00000229324.1,ENST00000453086,ENST00000453086.1,X,71016531,71016905,NUTF2P7,HGNC Symbol
ENSG00000212605,ENSG00000212605.1,ENST00000391303,ENST00000391303.1,X,71020275,71020438,RNU1-56P,HGNC Symbol
ENSG00000227536,ENSG00000227536.1,ENST00000454743,ENST00000454743.1,X,71043214,71045470,SOCS5P4,HGNC Symbol
ENSG00000147164,ENSG00000147164.12,ENST00000622259,ENST00000622259.4,X,71056332,71073426,SNX12,HGNC Symbol
ENSG00000184481,ENSG00000184481.17,ENST00000374259,ENST00000374259.8,X,71095851,71103532,FOXO4,HGNC Symbol
ENSG00000204165,ENSG00000204165.6,ENST00000374251,ENST00000374251.6,X,71103889,71106788,CXorf65,HGNC Symbol
ENSG00000147168,ENSG00000147168.13,ENST00000276110,ENST00000276110.6,X,71107404,71112108,IL2RG,HGNC Symbol
ENSG00000184634,ENSG00000184634.16,ENST00000333646,ENST00000333646.10,X,71118556,71142454,MED12,HGNC Symbol
ENSG00000196338,ENSG00000196338.14,ENST00000536169,ENST00000536169.5,X,71144831,71171201,NLGN3,HGNC Symbol
ENSG00000169562,ENSG00000169562.13,ENST00000674844,ENST00000674844.1,X,71212811,71225516,GJB1,HGNC Symbol
ENSG00000147130,ENSG00000147130.14,ENST00000314425,ENST00000314425.9,X,71239624,71255146,ZMYM3,HGNC Symbol
ENSG00000147140,ENSG00000147140.17,ENST00000677446,ENST00000677446.1,X,71254814,71301522,NONO,HGNC Symbol
ENSG00000147166,ENSG00000147166.11,ENST00000373829,ENST00000373829.8,X,71301750,71305371,ITGB1BP2,HGNC Symbol
ENSG00000224208,ENSG00000224208.1,ENST00000436372,ENST00000436372.1,X,71314912,71315879,ZCRB1P1,HGNC Symbol
ENSG00000213706,ENSG00000213706.2,ENST00000395798,ENST00000395798.2,X,71352418,71352988,RHOG2P,HGNC Symbol
ENSG00000147133,ENSG00000147133.17,ENST00000683202,ENST00000683202.1,X,71366222,71532374,TAF1,HGNC Symbol
ENSG00000213018,ENSG00000213018.2,ENST00000391782,ENST00000391782.2,X,71420083,71420514,PABPN1P1,HGNC Symbol
ENSG00000243468,ENSG00000243468.5,ENST00000489074,ENST00000489074.2,X,71491682,71492928,INGX,HGNC Symbol
ENSG00000215120,ENSG00000215120.2,ENST00000398297,ENST00000398297.2,X,71527814,71530225,SOCS6P1,HGNC Symbol
ENSG00000147162,ENSG00000147162.14,ENST00000488174,ENST00000488174.5,X,71533104,71575892,OGT,HGNC Symbol
ENSG00000147174,ENSG00000147174.12,ENST00000373696,ENST00000373696.8,X,71578437,71613583,GCNA,HGNC Symbol
ENSG00000186810,ENSG00000186810.8,ENST00000373691,ENST00000373691.4,X,71615916,71618511,CXCR3,HGNC Symbol
ENSG00000281852,ENSG00000281852.1,ENST00000627173,ENST00000627173.1,X,71697196,71706455,LINC00891,HGNC Symbol
ENSG00000215115,ENSG00000215115.7,ENST00000452468,ENST00000452468.1,X,71714371,71718285,CXorf49,HGNC Symbol
ENSG00000215113,ENSG00000215113.7,ENST00000542739,ENST00000542739.3,X,71763349,71767204,CXorf49B,HGNC Symbol
ENSG00000204131,ENSG00000204131.9,ENST00000633930,ENST00000633930.1,X,71910818,72161750,NHSL2,HGNC Symbol
ENSG00000201392,ENSG00000201392.1,ENST00000364522,ENST00000364522.1,X,71965972,71966074,RNU6-1078P,HGNC Symbol
ENSG00000196933,ENSG00000196933.5,ENST00000463445,ENST00000463445.1,X,72044545,72044892,RPS26P11,HGNC Symbol
ENSG00000242732,ENSG00000242732.4,ENST00000479991,ENST00000479991.1,X,72127110,72131901,RTL5,HGNC Symbol
ENSG00000102309,ENSG00000102309.15,ENST00000373662,ENST00000373662.4,X,72181353,72302926,PIN4,HGNC Symbol
ENSG00000239577,ENSG00000239577.3,ENST00000498736,ENST00000498736.3,X,72198712,72199050,RN7SL388P,HGNC Symbol
ENSG00000186871,ENSG00000186871.7,ENST00000373657,ENST00000373657.2,X,72204657,72239027,ERCC6L,HGNC Symbol
ENSG00000198034,ENSG00000198034.11,ENST00000470671,ENST00000470671.1,X,72255679,72277248,RPS4X,HGNC Symbol
ENSG00000125931,ENSG00000125931.11,ENST00000453707,ENST00000453707.6,X,72301638,72307187,CITED1,HGNC Symbol
ENSG00000147099,ENSG00000147099.21,ENST00000373583,ENST00000373583.6,X,72329516,72573101,HDAC8,HGNC Symbol
ENSG00000222810,ENSG00000222810.1,ENST00000410878,ENST00000410878.1,X,72376979,72377169,RNU2-68P,HGNC Symbol
ENSG00000067177,ENSG00000067177.15,ENST00000373542,ENST00000373542.9,X,72578814,72714319,PHKA1,HGNC Symbol
ENSG00000225858,ENSG00000225858.1,ENST00000417774,ENST00000417774.1,X,72660470,72660719,MATR3P1,HGNC Symbol
ENSG00000231944,ENSG00000231944.1,ENST00000420998,ENST00000420998.1,X,72688950,72712348,PHKA1-AS1,HGNC Symbol
ENSG00000213698,ENSG00000213698.2,ENST00000395709,ENST00000395709.2,X,72727977,72728821,CAPZA1P3,HGNC Symbol
ENSG00000201271,ENSG00000201271.1,ENST00000364401,ENST00000364401.1,X,72740706,72740869,RNU1-112P,HGNC Symbol
ENSG00000184911,ENSG00000184911.15,ENST00000472595,ENST00000472595.5,X,72776890,72848803,DMRTC1B,HGNC Symbol
ENSG00000269911,ENSG00000269911.1,ENST00000602508,ENST00000602508.1,X,72777608,72779097,FAM226B,HGNC Symbol
ENSG00000268994,ENSG00000268994.3,ENST00000596535,ENST00000596535.3,X,72781865,72782660,FAM236B,HGNC Symbol
ENSG00000225396,ENSG00000225396.6,ENST00000419795,ENST00000419795.6,X,72807425,72808210,FAM236D,HGNC Symbol
ENSG00000269502,ENSG00000269502.6,ENST00000622727,ENST00000622727.4,X,72872025,72943837,DMRTC1,HGNC Symbol
ENSG00000283594,ENSG00000283594.1,ENST00000636532,ENST00000636532.1,X,72912615,72913401,FAM236C,HGNC Symbol
ENSG00000275520,ENSG00000275520.2,ENST00000593662,ENST00000593662.1,X,72938163,72938958,FAM236A,HGNC Symbol
ENSG00000226725,ENSG00000226725.2,ENST00000416989,ENST00000416989.2,X,72998388,73002856,PABPC1L2B-AS1,HGNC Symbol
ENSG00000184388,ENSG00000184388.6,ENST00000373521,ENST00000373521.4,X,73002939,73006106,PABPC1L2B,HGNC Symbol
ENSG00000186288,ENSG00000186288.5,ENST00000373519,ENST00000373519.1,X,73077276,73079512,PABPC1L2A,HGNC Symbol
ENSG00000204118,ENSG00000204118.2,ENST00000373518,ENST00000373518.1,X,73126037,73128080,NAP1L6P,HGNC Symbol
ENSG00000186462,ENSG00000186462.9,ENST00000373517,ENST00000373517.4,X,73212299,73214851,NAP1L2,HGNC Symbol
ENSG00000230311,ENSG00000230311.2,ENST00000427861,ENST00000427861.2,X,73223124,73223558,TOMM20P4,HGNC Symbol
ENSG00000237014,ENSG00000237014.1,ENST00000421810,ENST00000421810.1,X,73237647,73238709,LRRFIP2P1,HGNC Symbol
ENSG00000225664,ENSG00000225664.3,ENST00000436935,ENST00000436935.2,X,73274785,73275515,YWHAZP8,HGNC Symbol
ENSG00000207486,ENSG00000207486.1,ENST00000384755,ENST00000384755.1,X,73397531,73397637,RNU6-1044P,HGNC Symbol
ENSG00000131264,ENSG00000131264.4,ENST00000373514,ENST00000373514.3,X,73447053,73455171,CDX4,HGNC Symbol
ENSG00000233162,ENSG00000233162.1,ENST00000418771,ENST00000418771.1,X,73474563,73474830,MORF4L1P6,HGNC Symbol
ENSG00000269904,ENSG00000269904.2,ENST00000602584,ENST00000602584.1,X,73524275,73563085,MAP2K4P1,HGNC Symbol
ENSG00000237475,ENSG00000237475.2,ENST00000421245,ENST00000421245.2,X,73535503,73536241,RPL7P53,HGNC Symbol
ENSG00000204116,ENSG00000204116.11,ENST00000373504,ENST00000373504.10,X,73563200,73687102,CHIC1,HGNC Symbol
ENSG00000230146,ENSG00000230146.1,ENST00000446112,ENST00000446112.1,X,73769248,73770423,SEPHS1P4,HGNC Symbol
ENSG00000270641,ENSG00000270641.1,ENST00000604411,ENST00000604411.1,X,73792205,73829231,TSIX,HGNC Symbol
ENSG00000229807,ENSG00000229807.13,ENST00000669898,ENST00000669898.1,X,73820649,73852723,XIST,HGNC Symbol
ENSG00000182707,ENSG00000182707.4,ENST00000495569,ENST00000495569.1,X,73875068,73875635,FXYD6P3,HGNC Symbol
ENSG00000230590,ENSG00000230590.11,ENST00000651392,ENST00000651392.1,X,73940435,74293574,FTX,HGNC Symbol
ENSG00000225470,ENSG00000225470.8,ENST00000664637,ENST00000664637.1,X,73944182,74070408,JPX,HGNC Symbol
ENSG00000233984,ENSG00000233984.1,ENST00000429143,ENST00000429143.1,X,74031462,74031820,RPSAP14,HGNC Symbol
ENSG00000203397,ENSG00000203397.2,ENST00000366220,ENST00000366220.2,X,74066083,74066592,SHISA5P2,HGNC Symbol
ENSG00000234969,ENSG00000234969.1,ENST00000413508,ENST00000413508.1,X,74069276,74070832,AARSD1P1,HGNC Symbol
ENSG00000223650,ENSG00000223650.1,ENST00000431339,ENST00000431339.1,X,74105572,74107958,UHRF2P1,HGNC Symbol
ENSG00000232928,ENSG00000232928.2,ENST00000418231,ENST00000418231.2,X,74121012,74131923,DDX3P1,HGNC Symbol
ENSG00000230986,ENSG00000230986.1,ENST00000446138,ENST00000446138.1,X,74133004,74133114,DDX3P2,HGNC Symbol
ENSG00000224430,ENSG00000224430.2,ENST00000445263,ENST00000445263.2,X,74161062,74162528,MKRN5P,HGNC Symbol
ENSG00000231549,ENSG00000231549.1,ENST00000425964,ENST00000425964.1,X,74173890,74174066,ATP5MDP1,HGNC Symbol
ENSG00000204113,ENSG00000204113.6,ENST00000414251,ENST00000414251.3,X,74185929,74187153,BMP2KL,HGNC Symbol
ENSG00000228492,ENSG00000228492.2,ENST00000438337,ENST00000438337.2,X,74202834,74204595,RAB11FIP1P1,HGNC Symbol
ENSG00000202566,ENSG00000202566.4,ENST00000365696,ENST00000365696.4,X,74218377,74218461,MIR421,HGNC Symbol
ENSG00000212027,ENSG00000212027.3,ENST00000390738,ENST00000390738.3,X,74218547,74218618,MIR374B,HGNC Symbol
ENSG00000283534,ENSG00000283534.1,ENST00000637743,ENST00000637743.1,X,74218549,74218618,MIR374C,HGNC Symbol
ENSG00000265727,ENSG00000265727.2,ENST00000478418,ENST00000478418.3,X,74242608,74242908,RN7SL648P,HGNC Symbol
ENSG00000207820,ENSG00000207820.1,ENST00000385085,ENST00000385085.1,X,74287104,74287209,MIR545,HGNC Symbol
ENSG00000199168,ENSG00000199168.3,ENST00000362298,ENST00000362298.3,X,74287286,74287357,MIR374A,HGNC Symbol
ENSG00000187969,ENSG00000187969.6,ENST00000339534,ENST00000339534.4,X,74304180,74305034,ZCCHC13,HGNC Symbol
ENSG00000213269,ENSG00000213269.2,ENST00000393214,ENST00000393214.2,X,74376125,74376885,RPS6P26,HGNC Symbol
ENSG00000239745,ENSG00000239745.3,ENST00000474043,ENST00000474043.3,X,74390692,74390989,RN7SL790P,HGNC Symbol
ENSG00000230665,ENSG00000230665.3,ENST00000398672,ENST00000398672.3,X,74396871,74399550,THAP12P1,HGNC Symbol
ENSG00000213695,ENSG00000213695.3,ENST00000426405,ENST00000426405.1,X,74409518,74410100,RPS7P14,HGNC Symbol
ENSG00000147100,ENSG00000147100.11,ENST00000587091,ENST00000587091.6,X,74421493,74533917,SLC16A2,HGNC Symbol
ENSG00000231206,ENSG00000231206.2,ENST00000422644,ENST00000422644.2,X,74473017,74473953,HNRNPA1P25,HGNC Symbol
ENSG00000131263,ENSG00000131263.13,ENST00000332687,ENST00000332687.11,X,74582976,74614624,RLIM,HGNC Symbol
ENSG00000230673,ENSG00000230673.3,ENST00000469174,ENST00000469174.1,X,74583088,74583546,PABPC1P3,HGNC Symbol
ENSG00000199885,ENSG00000199885.1,ENST00000363015,ENST00000363015.1,X,74680053,74680159,RNU6-330P,HGNC Symbol
ENSG00000050030,ENSG00000050030.16,ENST00000055682,ENST00000055682.12,X,74732856,74925472,NEXMIF,HGNC Symbol
ENSG00000131269,ENSG00000131269.19,ENST00000373394,ENST00000373394.8,X,75051048,75156732,ABCB7,HGNC Symbol
ENSG00000094841,ENSG00000094841.14,ENST00000652605,ENST00000652605.1,X,75156388,75304885,UPRT,HGNC Symbol
ENSG00000229661,ENSG00000229661.1,ENST00000449374,ENST00000449374.1,X,75201491,75201790,BUD31P2,HGNC Symbol
