,TCGA-P8-A5KC-11,TCGA-EJ-7328-11,TCGA-CV-7261-11,TCGA-CU-A0YN-11,TCGA-44-2668-11,TCGA-51-4080-11,TCGA-55-6980-11,TCGA-CV-6939-11,TCGA-IC-A6RE-11,TCGA-B2-5641-11,TCGA-B0-4700-11,TCGA-BT-A2LA-11,TCGA-HC-7742-11,TCGA-CV-6935-11,TCGA-CV-6959-11,TCGA-B0-5711-11,TCGA-HU-A4GN-11,TCGA-CV-7097-11,TCGA-L5-A4OO-11,TCGA-49-6742-11,TCGA-G9-6342-11,TCGA-BR-6453-11,TCGA-CJ-5689-11,TCGA-HC-7747-11,TCGA-22-5471-11,TCGA-DD-A3A1-11,TCGA-HC-7752-11,TCGA-HC-7745-11,TCGA-BQ-5894-11,TCGA-44-6148-11,TCGA-DZ-6134-11,TCGA-44-2662-11,TCGA-22-4609-11,TCGA-50-5936-11,TCGA-DD-A1EH-11,TCGA-33-6737-11,TCGA-AA-3525-11,TCGA-DD-A3A8-11,TCGA-HC-7740-11,TCGA-90-7767-11,TCGA-22-4593-11,TCGA-YB-A89D-11,TCGA-CW-5585-11,TCGA-39-5040-11,TCGA-BC-A10W-11,TCGA-BL-A13J-11,TCGA-51-4081-11,TCGA-SQ-A6I4-11,TCGA-DD-A11A-11,TCGA-CH-5767-11,TCGA-HU-8238-11,TCGA-DD-A1EG-11,TCGA-EJ-7785-11,TCGA-DD-A11C-11,TCGA-BR-6802-11,TCGA-55-6975-11,TCGA-CJ-6030-11,TCGA-CZ-5987-11,TCGA-WA-A7GZ-11,TCGA-EJ-7125-11,TCGA-G9-6365-11,TCGA-CH-5761-11,TCGA-CV-7091-11,TCGA-CZ-5453-11,TCGA-56-8201-11,TCGA-56-8083-11,TCGA-HU-A4G3-11,TCGA-EJ-7784-11,TCGA-B0-5703-11,TCGA-HC-7738-11,TCGA-EL-A3TA-11,TCGA-EL-A3T8-11,TCGA-GC-A3BM-11,TCGA-W5-AA2X-11,TCGA-CZ-5989-11,TCGA-AA-3697-11,TCGA-CV-6936-11,TCGA-V5-AASX-11,TCGA-KN-8428-11,TCGA-50-5932-11,TCGA-AF-3400-11,TCGA-HV-A5A3-11,TCGA-FP-7829-11,TCGA-DD-A39V-11,TCGA-B0-5697-11,TCGA-FP-7735-11,TCGA-CZ-5986-11,TCGA-EL-A3ZM-11,TCGA-77-7337-11,TCGA-CV-6956-11,TCGA-43-5670-11,TCGA-EJ-7782-11,TCGA-58-8386-11,TCGA-BR-6454-11,TCGA-EJ-7786-11,TCGA-CV-6933-11,TCGA-IN-7806-11,TCGA-EJ-7317-11,TCGA-ET-A2MX-11,TCGA-KN-8427-11,TCGA-43-6771-11,TCGA-DD-A119-11,TCGA-CW-6090-11,TCGA-73-4676-11,TCGA-AA-3522-11,TCGA-BC-A10U-11,TCGA-CZ-5455-11,TCGA-GN-A4U8-11,TCGA-EP-A12J-11,TCGA-BQ-7044-11,TCGA-EJ-7797-11,TCGA-56-7730-11,TCGA-P4-A5E8-11,TCGA-CZ-5454-11,TCGA-50-5930-11,TCGA-CV-6962-11,TCGA-77-8007-11,TCGA-77-7338-11,TCGA-CV-7101-11,TCGA-22-5483-11,TCGA-90-6837-11,TCGA-CV-6943-11,TCGA-CV-7424-11,TCGA-BQ-7051-11,TCGA-38-4632-11,TCGA-P4-A5ED-11,TCGA-EL-A3ZT-11,TCGA-KN-8426-11,TCGA-CV-7437-11,TCGA-KN-8430-11,TCGA-BQ-7045-11,TCGA-22-5491-11,TCGA-FV-A2QR-11,TCGA-55-6983-11,TCGA-G9-6362-11,TCGA-CZ-5452-11,TCGA-CZ-5457-11,TCGA-G9-6348-11,TCGA-43-3394-11,TCGA-CV-7235-11,TCGA-HU-A4GH-11,TCGA-55-6972-11,TCGA-AA-3712-11,TCGA-BT-A20Q-11,TCGA-91-6828-11,TCGA-HC-7737-11,TCGA-CG-5734-11,TCGA-EJ-7781-11,TCGA-BJ-A290-11,TCGA-22-5472-11,TCGA-BR-7717-11,TCGA-G9-6351-11,TCGA-43-6143-11,TCGA-BR-7851-11,TCGA-AH-6643-11,TCGA-G9-6384-11,TCGA-EJ-A8FO-11,TCGA-CZ-4864-11,TCGA-HC-7819-11,TCGA-CV-7245-11,TCGA-ZU-A8S4-11,TCGA-A6-5659-11,TCGA-IN-8462-11,TCGA-CV-7432-11,TCGA-CZ-5468-11,TCGA-43-6773-11,TCGA-BR-6457-11,TCGA-GL-A59R-11,TCGA-HC-8262-11,TCGA-BR-7703-11,TCGA-A6-2682-11,TCGA-56-8623-11,TCGA-CV-7440-11,TCGA-BD-A2L6-11,TCGA-B0-5402-11,TCGA-CZ-5463-11,TCGA-CW-6088-11,TCGA-CZ-5469-11,TCGA-DZ-6131-11,TCGA-56-7222-11,TCGA-A3-3387-11,TCGA-55-6968-11,TCGA-EP-A3RK-11,TCGA-L5-A43C-11,TCGA-34-7107-11,TCGA-BQ-5877-11,TCGA-CV-6960-11,TCGA-CZ-5456-11,TCGA-W5-AA30-11,TCGA-KN-8419-11,TCGA-DD-A1EL-11,TCGA-BC-A10T-11,TCGA-CV-6938-11,TCGA-HU-A4GC-11,TCGA-HC-8258-11,TCGA-CZ-5451-11,TCGA-K1-A3PO-11,TCGA-CU-A0YR-11,TCGA-KL-8339-11,TCGA-BR-7715-11,TCGA-BQ-7059-11,TCGA-KN-8436-11,TCGA-CV-7183-11,TCGA-CV-7434-11,TCGA-B9-4115-11,TCGA-CV-7406-11,TCGA-BC-A10Y-11,TCGA-CW-5581-11,TCGA-H2-A2K9-11,TCGA-BQ-5890-11,TCGA-EJ-7783-11,TCGA-W5-AA2Q-11,TCGA-HC-7211-11,TCGA-G3-A3CH-11,TCGA-J4-A83J-11,TCGA-AA-3713-11,TCGA-44-6778-11,TCGA-BJ-A3PU-11,TCGA-DD-A114-11,TCGA-HC-8259-11,TCGA-GL-6846-11,TCGA-L5-A4OR-11,TCGA-DD-A11B-11,TCGA-CG-5720-11,TCGA-22-5489-11,TCGA-EL-A3ZP-11,TCGA-B0-5699-11,TCGA-KN-8425-11,TCGA-44-6146-11,TCGA-H7-A6C5-11,TCGA-W5-AA31-11,TCGA-HC-8260-11,TCGA-CZ-5984-11,TCGA-CV-7423-11,TCGA-22-5482-11,TCGA-ES-A2HT-11,TCGA-CW-5591-11,TCGA-DD-A3A3-11,TCGA-EJ-7327-11,TCGA-CJ-5676-11,TCGA-B8-4622-11,TCGA-B2-5636-11,TCGA-EL-A3H2-11,TCGA-BQ-5882-11,TCGA-ET-A3DW-11,TCGA-EL-A3ZG-11,TCGA-HD-A6I0-11,TCGA-IN-AB1V-11,TCGA-CZ-5458-11,TCGA-B0-5706-11,TCGA-EJ-7789-11,TCGA-EJ-7794-11,TCGA-Y8-A8RY-11,TCGA-DD-A116-11,TCGA-56-7582-11,TCGA-K4-A54R-11,TCGA-91-6831-11,TCGA-AA-3663-11,TCGA-EP-A26S-11,TCGA-CV-7250-11,TCGA-AA-3489-11,TCGA-CH-5768-11,TCGA-CZ-5985-11,TCGA-CJ-5672-11,TCGA-56-7580-11,TCGA-CW-6087-11,TCGA-EJ-7330-11,TCGA-60-2709-11,TCGA-KL-8332-11,TCGA-AA-3517-11,TCGA-CZ-5988-11,TCGA-DD-A3A4-11,TCGA-AZ-6601-11,TCGA-G9-6333-11,TCGA-EJ-7314-11,TCGA-IN-8663-11,TCGA-CZ-5461-11,TCGA-EJ-7315-11,TCGA-B0-5701-11,TCGA-EM-A1CT-11,TCGA-AG-3731-11,TCGA-CJ-5678-11,TCGA-CJ-5679-11,TCGA-GL-A9DE-11,TCGA-B0-5696-11,TCGA-IP-7968-11,TCGA-BQ-7046-11,TCGA-BJ-A2NA-11,TCGA-AZ-6599-11,TCGA-B0-5694-11,TCGA-CW-5584-11,TCGA-56-8309-11,TCGA-L5-A4OF-11,TCGA-KN-8435-11,TCGA-EJ-7321-11,TCGA-50-5939-11,TCGA-55-6978-11,TCGA-DD-A1EI-11,TCGA-G9-6363-11,TCGA-77-7138-11,TCGA-EJ-7793-11,TCGA-AA-3511-11,TCGA-CH-5769-11,TCGA-EM-A1CU-11,TCGA-A6-2675-11,TCGA-CV-7103-11,TCGA-EJ-7123-11,TCGA-A6-5662-11,TCGA-AZ-6605-11,TCGA-A4-A57E-11,TCGA-AA-3655-11,TCGA-BT-A20N-11,TCGA-B0-4712-11,TCGA-EJ-7331-11,TCGA-FV-A3R2-11,TCGA-55-6969-11,TCGA-EL-A3MY-11,TCGA-50-5933-11,TCGA-EJ-7115-11,TCGA-CZ-5466-11,TCGA-KL-8326-11,TCGA-77-8008-11,TCGA-BQ-5887-11,TCGA-HU-A4HB-11,TCGA-B8-5549-11,TCGA-G9-6356-11,TCGA-22-5478-11,TCGA-CV-6961-11,TCGA-CW-5589-11,TCGA-44-6144-11,TCGA-W5-AA2I-11,TCGA-A6-2671-11,TCGA-GD-A3OQ-11,TCGA-F4-6704-11,TCGA-CZ-5462-11,TCGA-49-6745-11,TCGA-L5-A4OQ-11,TCGA-DD-A1EE-11,TCGA-G9-6496-11,TCGA-KN-8423-11,TCGA-91-6829-11,TCGA-BH-A0DD-11,TCGA-BT-A20W-11,TCGA-V5-A7RE-11,TCGA-G9-6499-11,TCGA-AZ-6600-11,TCGA-EJ-7792-11,TCGA-DZ-6132-11,TCGA-B8-4619-11,TCGA-BQ-7055-11
AMOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUV39H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUNDC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDR44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APLN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMEM187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RRAGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMGB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NXT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SH3KBP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAP7D3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPIN2A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARMCX4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDUFB11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRBOX4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EFNB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LHFPL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERCC6L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2RY4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRMT2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
