Composite Element REF,Chromosome,Start,End,Gene_Symbol,Gene_Type,Transcript_ID,Position_to_TSS,CGI_Coordinate,Feature_Type
cg06774787,chrX,56232540,56232541,KLF8;KLF8;KLF8;KLF8;KLF8;KLF8,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000358094.7;ENST00000374928.6;ENST00000462627.4;ENST00000468660.4;ENST00000476898.1;ENST00000624085.1,-650;102;65;-508;118;-673,CGI:chrX:56232518-56232726,Island
cg06776257,chrX,153647238,153647239,DUSP9;DUSP9;DUSP9,protein_coding;protein_coding;protein_coding,ENST00000342782.3;ENST00000370167.7;ENST00000477033.1,41;4703;4745,CGI:chrX:153647037-153648224,Island
cg06803079,chrX,47658715,47658716,UXT;UXT;UXT;UXT;UXT;UXT-AS1;UXT-AS1,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;antisense;antisense,ENST00000333119.6;ENST00000335890.2;ENST00000376964.3;ENST00000460840.4;ENST00000485641.4;ENST00000590504.1;ENST00000591832.1,447;403;438;-1215;393;-139;-119,CGI:chrX:47658616-47659451,Island
cg06834235,chrX,48476233,48476234,FTSJ1;FTSJ1;FTSJ1;FTSJ1;FTSJ1;FTSJ1;FTSJ1,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000019019.5;ENST00000348411.2;ENST00000396894.7;ENST00000473235.4;ENST00000485486.1;ENST00000487353.4;ENST00000492562.4,71;71;211;14;29;-28;79,CGI:chrX:48475841-48476648,Island
cg06899582,chrX,130268835,130268836,ZNF280C;ZNF280C,protein_coding;protein_coding,ENST00000370978.7;ENST00000447817.1,65;49,CGI:chrX:130268484-130269114,Island
cg06915321,chrX,137566090,137566091,ZIC3;ZIC3,protein_coding;protein_coding,ENST00000287538.8;ENST00000370606.3,-53;-429,CGI:chrX:137565367-137568019,Island
cg06921685,chrX,119871902,119871903,NDUFA1;RNF113A,protein_coding;protein_coding,ENST00000371437.4;ENST00000371442.3,414;-74,CGI:chrX:119871288-119872254,Island
cg06922569,chrX,47561045,47561046,ARAF;ARAF;ARAF,protein_coding;protein_coding;protein_coding,ENST00000290277.9;ENST00000377039.2;ENST00000377045.7,-56;-178;-73,CGI:chrX:47561003-47561700,Island
cg06945800,chrX,119758647,119758648,SOWAHD,protein_coding,ENST00000343905.4,33,CGI:chrX:119757960-119759564,Island
cg07012573,chrX,103215225,103215226,BEX4;BEX4,protein_coding;protein_coding,ENST00000372691.3;ENST00000372695.5,100;132,CGI:chrX:103215012-103215491,Island
cg07038409,chrX,47650542,47650543,ELK1;ELK1;ELK1;ELK1,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000247161.6;ENST00000343894.7;ENST00000376983.6;ENST00000468956.1,-53;50;50;63,CGI:chrX:47650193-47651109,Island
cg07089242,chrX,149938399,149938400,CXorf40B;CXorf40B;CXorf40B;CXorf40B;CXorf40B;CXorf40B;CXorf40B;LINC00894;LINC00894,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;antisense;antisense,ENST00000355203.5;ENST00000370404.4;ENST00000370406.6;ENST00000370409.6;ENST00000462691.4;ENST00000483447.1;ENST00000497550.1;ENST00000449111.4;ENST00000458274.1,-884;61;413;74;37;63;302;-230;-1341,CGI:chrX:149937895-149938705,Island
cg07109010,chrX,49101087,49101088,WDR45;WDR45;WDR45,protein_coding;protein_coding;protein_coding,ENST00000356463.6;ENST00000460501.1;ENST00000465806.4,35;58;84,CGI:chrX:49100826-49101657,Island
cg07187289,chrX,153794448,153794449,IDH3G;IDH3G;IDH3G;IDH3G;IDH3G;IDH3G;IDH3G;IDH3G;IDH3G;IDH3G;SSR4;SSR4;SSR4;SSR4;SSR4;SSR4;SSR4;SSR4;SSR4;SSR4,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000217901.8;ENST00000370092.6;ENST00000370093.4;ENST00000427365.5;ENST00000444450.4;ENST00000461215.2;ENST00000491235.1;ENST00000495356.4;ENST00000497043.4;ENST00000619865.3;ENST00000320857.6;ENST00000370085.3;ENST00000370086.6;ENST00000370087.4;ENST00000460616.4;ENST00000471724.4;ENST00000471880.4;ENST00000482902.4;ENST00000486204.4;ENST00000491833.4,76;65;-66;-91;-88;-101;-122;-112;-91;76;931;-227;-192;256;-212;-229;-232;-2;-601;272,CGI:chrX:153793820-153795102,Island
cg07198771,chrX,100732192,100732193,SYTL4;SYTL4;SYTL4;SYTL4;SYTL4,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000263033.8;ENST00000276141.9;ENST00000372981.1;ENST00000372989.4;ENST00000491326.1,-70;-657;-71;-681;-68,CGI:chrX:100731435-100732198,Island
cg07261646,chrX,154374550,154374551,FLNA;FLNA;FLNA,protein_coding;protein_coding;protein_coding,ENST00000369850.6;ENST00000422373.4;ENST00000610817.3,77;89;89,CGI:chrX:154374352-154374901,Island
cg07264097,chrX,71366342,71366343,TAF1;TAF1;TAF1,protein_coding;protein_coding;protein_coding,ENST00000276072.6;ENST00000373790.7;ENST00000423759.4,36;77;102,CGI:chrX:71365865-71367213,Island
cg07363416,chrX,77895603,77895604,MAGT1;MAGT1;MAGT1;MAGT1;MAGT1,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000358075.9;ENST00000373336.3;ENST00000476168.1;ENST00000610432.3;ENST00000618282.3,-9;-162;-178;-34;-171,CGI:chrX:77895340-77895750,Island
cg07382899,chrX,129655027,129655028,APLN,protein_coding,ENST00000429967.2,-89,CGI:chrX:129654026-129655218,Island
cg07393670,chrX,130165828,130165829,AIFM1;AIFM1;AIFM1;AIFM1;AIFM1;AIFM1;AIFM1,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000287295.6;ENST00000319908.6;ENST00000346424.5;ENST00000416073.5;ENST00000527892.4;ENST00000529877.1;ENST00000535724.4,60;52;-147;-163;-163;-68;60,CGI:chrX:130165458-130166131,Island
cg07446674,chrX,136251402,136251403,MAP7D3;MAP7D3;MAP7D3;MAP7D3,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000316077.12;ENST00000370660.3;ENST00000370661.4;ENST00000370663.8,178;-19;-30;5081,CGI:chrX:136250877-136251567,Island
cg07462256,chrX,69505245,69505246,FAM155B,protein_coding,ENST00000252338.4,3,CGI:chrX:69503888-69506131,Island
cg07464598,chrX,47561012,47561013,ARAF;ARAF;ARAF,protein_coding;protein_coding;protein_coding,ENST00000290277.9;ENST00000377039.2;ENST00000377045.7,-89;-211;-106,CGI:chrX:47561003-47561700,Island
cg07466166,chrX,78139591,78139592,TAF9B;TAF9B,protein_coding;protein_coding,ENST00000341864.5;ENST00000480681.1,116;32,CGI:chrX:78139334-78139795,Island
cg07492878,chrX,103215074,103215075,BEX4;BEX4,protein_coding;protein_coding,ENST00000372691.3;ENST00000372695.5,-51;-19,CGI:chrX:103215012-103215491,Island
cg07507339,chrX,154516060,154516061,FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000322269.9;ENST00000359889.8;ENST00000369641.6;ENST00000369643.4;ENST00000393572.4;ENST00000412894.4;ENST00000416319.4;ENST00000419205.4;ENST00000421517.4;ENST00000426266.4;ENST00000433619.2;ENST00000434658.5;ENST00000440318.4;ENST00000442929.1;ENST00000447601.5;ENST00000449971.4;ENST00000457212.4;ENST00000492763.1;ENST00000497506.4;ENST00000621967.3,183;177;179;57;101;111;156;183;106;158;170;183;-238;150;180;171;178;106;99;183,CGI:chrX:154515887-154516507,Island
cg07649160,chrX,49074167,49074168,AF196779.12;PRAF2;PRAF2;PRAF2,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000376358.3;ENST00000376386.3;ENST00000553851.2;ENST00000618882.1,5721;-177;-95;-331,CGI:chrX:49073764-49074295,Island
cg07674503,chrX,132218254,132218255,RAP2C;RAP2C;RAP2C;RAP2C;RAP2C;RAP2C-AS1;RAP2C-AS1,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;antisense;antisense,ENST00000342983.5;ENST00000370874.1;ENST00000460462.1;ENST00000490400.1;ENST00000620646.3;ENST00000421483.5;ENST00000441399.2,-129;1180;79;1190;1227;1106;-254,CGI:chrX:132217503-132218507,Island
cg07682072,chrX,48508778,48508779,AF196972.9;PORCN;PORCN;PORCN;PORCN;PORCN;PORCN;PORCN;PORCN;PORCN;PORCN;PORCN;PORCN;PORCN,antisense;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000445586.1;ENST00000326194.9;ENST00000355961.7;ENST00000359882.7;ENST00000361988.6;ENST00000367574.7;ENST00000470275.2;ENST00000472520.4;ENST00000485288.5;ENST00000486272.1;ENST00000489940.4;ENST00000491243.4;ENST00000528612.4;ENST00000537758.4,61;-1001;-225;-185;-263;-1044;-899;-215;-217;-189;-253;-254;-234;-1044,CGI:chrX:48508777-48509354,Island
cg07686944,chrX,17737522,17737523,SCML1;SCML1;SCML1;SCML1;SCML1;SCML1,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000380041.6;ENST00000380043.6;ENST00000380045.6;ENST00000398080.4;ENST00000419185.1;ENST00000427362.2,52;52;53;72;-204;-30,CGI:chrX:17736933-17738528,Island
cg07750402,chrX,48957670,48957671,OTUD5;OTUD5;OTUD5;OTUD5;OTUD5;OTUD5;OTUD5,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000156084.7;ENST00000376488.6;ENST00000396743.6;ENST00000428668.2;ENST00000455452.4;ENST00000484499.4;ENST00000610466.3,-38;-70;-38;717;-480;-613;225,CGI:chrX:48957005-48958632,Island
cg07771637,chrX,135052168,135052169,FAM127B;FAM127B;FAM127B;FAM127B,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000370775.2;ENST00000518153.1;ENST00000520964.1;ENST00000522309.1,8;-77;29;-26,CGI:chrX:135051533-135052307,Island
cg07781082,chrX,78104056,78104057,PGK1;PGK1;PGK1,protein_coding;protein_coding;protein_coding,ENST00000373316.4;ENST00000477335.4;ENST00000491291.1,-119;38867;38839,CGI:chrX:78103806-78104482,Island
cg07796014,chrX,11111170,11111171,HCCS;HCCS;HCCS;RP11-120D5.1;RP11-120D5.1;RP11-120D5.1;RP11-120D5.1,protein_coding;protein_coding;protein_coding;lincRNA;lincRNA;lincRNA;lincRNA,ENST00000321143.7;ENST00000380762.4;ENST00000380763.6;ENST00000433747.5;ENST00000608176.4;ENST00000608576.4;ENST00000608916.1,-132;-196;-173;-55;-60;-31;-28,CGI:chrX:11111156-11111638,Island
cg07824128,chrX,101098271,101098272,CENPI;CENPI,protein_coding;protein_coding,ENST00000403304.5;ENST00000435570.1,52;49,CGI:chrX:101098020-101098287,Island
cg07825508,chrX,101390903,101390904,BTK;RPL36A;RPL36A;RPL36A;RPL36A;RPL36A;RPL36A;RPL36A;RPL36A;RPL36A;RPL36A-HNRNPH2;RPL36A-HNRNPH2,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000621635.3;ENST00000372849.7;ENST00000392994.6;ENST00000427805.5;ENST00000465340.4;ENST00000465744.4;ENST00000471855.1;ENST00000491851.4;ENST00000553110.6;ENST00000614077.3;ENST00000409170.3;ENST00000409338.4,-106;-114;-87;78;-109;-212;-300;-109;-81;12;-110;-109,CGI:chrX:101390792-101391119,Island
cg07837161,chrX,154516343,154516344,FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000322269.9;ENST00000359889.8;ENST00000369641.6;ENST00000369643.4;ENST00000393572.4;ENST00000412894.4;ENST00000416319.4;ENST00000419205.4;ENST00000421517.4;ENST00000426266.4;ENST00000433619.2;ENST00000434658.5;ENST00000440318.4;ENST00000442929.1;ENST00000447601.5;ENST00000449971.4;ENST00000457212.4;ENST00000492763.1;ENST00000497506.4;ENST00000621967.3,-100;-106;-104;-226;-182;-172;-127;-100;-177;-125;-113;-100;-521;-133;-103;-112;-105;-177;-184;-100,CGI:chrX:154515887-154516507,Island
cg07858069,chrX,21940572,21940573,SMS;SMS;SMS;SMS,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000379404.4;ENST00000404933.5;ENST00000457085.1;ENST00000478094.1,-144;-2;-474;-207,CGI:chrX:21940493-21941583,Island
cg07865580,chrX,47658839,47658840,UXT;UXT;UXT;UXT;UXT;UXT-AS1;UXT-AS1,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;antisense;antisense,ENST00000333119.6;ENST00000335890.2;ENST00000376964.3;ENST00000460840.4;ENST00000485641.4;ENST00000590504.1;ENST00000591832.1,323;279;314;-1339;269;-15;5,CGI:chrX:47658616-47659451,Island
cg07867687,chrX,48476151,48476152,FTSJ1;FTSJ1;FTSJ1;FTSJ1;FTSJ1;FTSJ1;FTSJ1,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000019019.5;ENST00000348411.2;ENST00000396894.7;ENST00000473235.4;ENST00000485486.1;ENST00000487353.4;ENST00000492562.4,-11;-11;129;-68;-53;-110;-3,CGI:chrX:48475841-48476648,Island
cg07902213,chrX,123733119,123733120,THOC2;THOC2;THOC2,protein_coding;protein_coding;protein_coding,ENST00000245838.11;ENST00000355725.7;ENST00000433883.1,-64;-62;-81,CGI:chrX:123732349-123733247,Island
cg07910525,chrX,51332730,51332731,NUDT10;NUDT10,protein_coding;protein_coding,ENST00000356450.2;ENST00000376006.6,-101;498,CGI:chrX:51332628-51333479,Island
cg07912337,chrX,154516346,154516347,FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000322269.9;ENST00000359889.8;ENST00000369641.6;ENST00000369643.4;ENST00000393572.4;ENST00000412894.4;ENST00000416319.4;ENST00000419205.4;ENST00000421517.4;ENST00000426266.4;ENST00000433619.2;ENST00000434658.5;ENST00000440318.4;ENST00000442929.1;ENST00000447601.5;ENST00000449971.4;ENST00000457212.4;ENST00000492763.1;ENST00000497506.4;ENST00000621967.3,-103;-109;-107;-229;-185;-175;-130;-103;-180;-128;-116;-103;-524;-136;-106;-115;-108;-180;-187;-103,CGI:chrX:154515887-154516507,Island
cg07951153,chrX,104166578,104166579,FAM199X,protein_coding,ENST00000493442.1,-43,CGI:chrX:104166240-104167111,Island
cg07973464,chrX,17375300,17375301,NHS,protein_coding,ENST00000380060.6,-121,CGI:chrX:17375036-17377694,Island
cg08118341,chrX,49074164,49074165,AF196779.12;PRAF2;PRAF2;PRAF2,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000376358.3;ENST00000376386.3;ENST00000553851.2;ENST00000618882.1,5724;-174;-92;-328,CGI:chrX:49073764-49074295,Island
cg08202860,chrX,69505209,69505210,FAM155B,protein_coding,ENST00000252338.4,-33,CGI:chrX:69503888-69506131,Island
cg08214610,chrX,119605861,119605862,NKRF;NKRF,protein_coding;protein_coding,ENST00000304449.5;ENST00000542113.1,35;23,CGI:chrX:119605607-119606552,Island
cg08239458,chrX,136497313,136497314,HTATSF1;HTATSF1;HTATSF1;HTATSF1,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000218364.4;ENST00000425695.4;ENST00000448450.4;ENST00000535601.4,-199;78;91;233,CGI:chrX:136496842-136497940,Island
cg08248532,chrX,23667336,23667337,PRDX4;PRDX4;PRDX4;PRDX4,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000379331.3;ENST00000379341.7;ENST00000379349.4;ENST00000495599.1,-216;-111;3073;-164,CGI:chrX:23667289-23667565,Island
cg08298085,chrX,77910740,77910741,ATP7A;ATP7A;ATP7A;RP5-1000K24.2,protein_coding;protein_coding;protein_coding;transcribed_processed_pseudogene,ENST00000341514.9;ENST00000343533.8;ENST00000350425.5;ENST00000602791.1,37;83;12;-2,CGI:chrX:77910427-77910798,Island
cg08300622,chrX,18354843,18354844,SCML2,protein_coding,ENST00000251900.7,-115,CGI:chrX:18353777-18355028,Island
cg08327960,chrX,38803794,38803795,MID1IP1;MID1IP1;MID1IP1;MID1IP1;MID1IP1-AS1,protein_coding;protein_coding;protein_coding;protein_coding;antisense,ENST00000336949.6;ENST00000378474.3;ENST00000457894.4;ENST00000614558.1;ENST00000436893.1,60;2339;2361;2361;90,CGI:chrX:38803653-38805511,Island
cg08343300,chrX,71492892,71492893,INGX;INGX;TAF1;TAF1;TAF1;TAF1;TAF1;TAF1;TAF1;TAF1,transcribed_processed_pseudogene;transcribed_processed_pseudogene;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000359239.3;ENST00000489074.2;ENST00000373775.7;ENST00000437147.6;ENST00000461764.4;ENST00000462588.4;ENST00000467309.4;ENST00000468167.4;ENST00000485087.4;ENST00000497222.1,37;-442;86212;86212;69733;69733;33221;69733;69733;579,CGI:chrX:71492199-71492971,Island
cg08405463,chrX,118974688,118974689,LONRF3;LONRF3;LONRF3;LONRF3,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000304778.10;ENST00000371628.6;ENST00000439603.4;ENST00000481285.4,73;-63;-675;69,CGI:chrX:118974539-118976596,Island
cg08408091,chrX,154444046,154444047,FAM50A;FAM50A;FAM50A;FAM50A;FAM50A,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000158526.9;ENST00000393600.6;ENST00000464419.4;ENST00000481619.4;ENST00000490480.1,-414;-81;-110;-203;-1398,CGI:chrX:154443927-154444672,Island
cg08434396,chrX,147912260,147912261,FMR1;FMR1;FMR1;FMR1;FMR1;FMR1;FMR1;FMR1;FMR1;FMR1;FMR1;FMR1;FMR1;FMR1;FMR1-AS1;FMR1-AS1;FMR1-AS1;FMR1-AS1,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;processed_transcript;processed_transcript;processed_transcript;processed_transcript,ENST00000218200.11;ENST00000334557.9;ENST00000370470.4;ENST00000370471.6;ENST00000370475.7;ENST00000370477.4;ENST00000439526.5;ENST00000440235.5;ENST00000495717.4;ENST00000616382.3;ENST00000616614.3;ENST00000621447.1;ENST00000621453.3;ENST00000621987.3;ENST00000594922.4;ENST00000596112.4;ENST00000598667.1;ENST00000601841.1,308;207;79;308;207;296;207;308;97;141;303;136;308;295;-442;-442;-442;-442,CGI:chrX:147911573-147912682,Island
cg08470131,chrX,50470843,50470844,DGKK,protein_coding,ENST00000611977.1,-104,CGI:chrX:50470659-50470984,Island
cg08479711,chrX,154486729,154486730,UBL4A;UBL4A;UBL4A;UBL4A;UBL4A;UBL4A;UBL4A,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000369653.7;ENST00000369660.7;ENST00000417913.1;ENST00000421431.1;ENST00000477777.1;ENST00000481237.1;ENST00000630530.1,-113;-58;-142;-116;-626;-144;-144,CGI:chrX:154485949-154487036,Island
cg08491357,chrX,100928985,100928986,XKRX;XKRX,protein_coding;protein_coding,ENST00000372956.2;ENST00000468904.1,-75;449,CGI:chrX:100928888-100929355,Island
cg08637771,chrX,68499098,68499099,YIPF6;YIPF6;YIPF6;YIPF6;YIPF6;YIPF6,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000374622.3;ENST00000374643.6;ENST00000451537.4;ENST00000462683.4;ENST00000462972.1;ENST00000470730.4,315;48;535;774;16;63,CGI:chrX:68498621-68499229,Island
cg08637905,chrX,86148397,86148398,DACH2;DACH2;DACH2;DACH2,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000373125.7;ENST00000373131.4;ENST00000461604.5;ENST00000506327.5,-225;-62;-64;-225,CGI:chrX:86147939-86148873,Island
cg08648877,chrX,154490732,154490733,SLC10A3;SLC10A3;SLC10A3;SLC10A3;SLC10A3,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000263512.5;ENST00000369649.7;ENST00000393586.1;ENST00000393587.4;ENST00000453912.1,-41;-117;-103;-68;-54,CGI:chrX:154490315-154491116,Island
cg08663085,chrX,149938406,149938407,CXorf40B;CXorf40B;CXorf40B;CXorf40B;CXorf40B;CXorf40B;CXorf40B;LINC00894;LINC00894,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;antisense;antisense,ENST00000355203.5;ENST00000370404.4;ENST00000370406.6;ENST00000370409.6;ENST00000462691.4;ENST00000483447.1;ENST00000497550.1;ENST00000449111.4;ENST00000458274.1,-891;54;406;67;30;56;295;-223;-1334,CGI:chrX:149937895-149938705,Island
cg08761350,chrX,102712153,102712154,GPRASP2;GPRASP2;GPRASP2;GPRASP2;GPRASP2;RP4-769N13.6;RP4-769N13.6;RP4-769N13.6,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;processed_transcript;processed_transcript;processed_transcript,ENST00000332262.8;ENST00000483720.4;ENST00000486814.1;ENST00000535209.4;ENST00000543253.4;ENST00000486740.5;ENST00000602366.4;ENST00000602463.4,-24;-238;-293;-24;-24;112615;112626;112640,CGI:chrX:102712039-102713042,Island
